month,year,value,parameter,value_std
Jul,2015,203.772,Rainfall ﾖ (MM)_PREV,2.8048293637
Aug,2015,110.391,Rainfall ﾖ (MM)_PREV,2.9447673168
Sep,2015,114.229,Rainfall ﾖ (MM)_PREV,2.5565239129
Oct,2015,77.6504,Rainfall ﾖ (MM)_PREV,2.8063296815
Nov,2015,121.046,Rainfall ﾖ (MM)_PREV,2.950939328
Dec,2015,241.426,Rainfall ﾖ (MM)_PREV,3.1593456514
Jan,2016,299.566,Rainfall ﾖ (MM)_PREV,3.0922033983
Feb,2016,243.801,Rainfall ﾖ (MM)_PREV,3.0174470753
Mar,2016,306.412,Rainfall ﾖ (MM)_PREV,3.0157166048
Apr,2016,297.036,Rainfall ﾖ (MM)_PREV,2.993854995
May,2016,262.286,Rainfall ﾖ (MM)_PREV,3.0641697772
Jun,2016,278.898,Rainfall ﾖ (MM)_PREV,3.0260417452
Jul,2016,215.516,Rainfall ﾖ (MM)_PREV,2.8842008514
Aug,2016,216.919,Rainfall ﾖ (MM)_PREV,2.792485918
Sep,2016,176.163,Rainfall ﾖ (MM)_PREV,2.5890938387
Oct,2016,252.888,Rainfall ﾖ (MM)_PREV,2.7163452186
Nov,2016,269.057,Rainfall ﾖ (MM)_PREV,2.9920668421
Dec,2016,308.27,Rainfall ﾖ (MM)_PREV,3.0312908388
Jan,2017,311.074,Rainfall ﾖ (MM)_PREV,3.1619413571
Feb,2017,185.5,Rainfall ﾖ (MM)_PREV,3.1956855307
Mar,2017,115.3,Rainfall ﾖ (MM)_PREV,3.2233730577
Apr,2017,287.5,Rainfall ﾖ (MM)_PREV,2.8114634105
May,2017,516.5,Rainfall ﾖ (MM)_PREV,2.8807399105
Jun,2017,321.4,Rainfall ﾖ (MM)_PREV,2.9813379254
Jul,2017,231.6,Rainfall ﾖ (MM)_PREV,2.9205407306
Aug,2017,143.8,Rainfall ﾖ (MM)_PREV,5.5525862691
Sep,2017,147.2,Rainfall ﾖ (MM)_PREV,5.5414618201
Oct,2017,148.2,Rainfall ﾖ (MM)_PREV,5.9678991757
Nov,2017,250.4,Rainfall ﾖ (MM)_PREV,6.0498081087
Dec,2017,350.3,Rainfall ﾖ (MM)_PREV,6.1409462223
Jan,2018,248,Rainfall ﾖ (MM)_PREV,5.817348248
Feb,2018,174.1,Rainfall ﾖ (MM)_PREV,5.9678991757
Mar,2018,175.6,Rainfall ﾖ (MM)_PREV,6.4697356029
Apr,2018,439.4,Rainfall ﾖ (MM)_PREV,6.9438845048
May,2018,341.8,Rainfall ﾖ (MM)_PREV,6.8504391001
Jun,2018,349.7,Rainfall ﾖ (MM)_PREV,6.7829507538
Jul,2018,90.4,Rainfall ﾖ (MM)_PREV,5.4660627484
Aug,2018,29,Rainfall ﾖ (MM)_PREV,5.2930157072
Sep,2018,75.7,Rainfall ﾖ (MM)_PREV,5.4529350444
Oct,2018,161.2,Rainfall ﾖ (MM)_PREV,4.2893428473
Nov,2018,112.6,Rainfall ﾖ (MM)_PREV,4.0113139298
Dec,2018,371.6,Rainfall ﾖ (MM)_PREV,4.7692156156
Jan,2007,3706115,4002_PREV,2.6846753441
Feb,2007,3428019,4003_PREV,2.6455004715
Mar,2007,3764257,4004_PREV,2.6928657008
Apr,2007,3018675,4005_PREV,2.5878369344
May,2007,2974245,4006_PREV,2.5815781619
Jun,2007,4049661,4007_PREV,2.7330700379
Jul,2007,3613584,4008_PREV,2.6716406721
Aug,2007,3028203,4009_PREV,2.5891791263
Sep,2007,4966808,4010_PREV,2.8622668506
Oct,2007,4387853,4011_PREV,2.7807105235
Nov,2007,3506591,4012_PREV,2.6565687648
Dec,2007,4432278,4013_PREV,2.7869685916
Jan,2008,2917229,4014_PREV,2.5735464228
Feb,2008,3162033,4015_PREV,2.6080315124
Mar,2008,2331146,4016_PREV,2.4909859875
Apr,2008,1586907,4017_PREV,2.386146407
May,2008,2281630,4018_PREV,2.4840107595
Jun,2008,3172046,4019_PREV,2.6094420254
Jul,2008,3766772,4020_PREV,2.6932199842
Aug,2008,2071534,4021_PREV,2.454414922
Sep,2008,750492,4022_PREV,2.2683221628
Oct,2008,931825,4023_PREV,2.2938662093
Nov,2008,941807,4024_PREV,2.2952723553
Dec,2008,558394,4025_PREV,2.2412616705
Jan,2009,1070783,4026_PREV,2.3134409675
Feb,2009,964533,4027_PREV,2.2984737252
Mar,2009,1818134,4028_PREV,2.4187189296
Apr,2009,1758506,4029_PREV,2.4103192428
May,2009,2488140,4030_PREV,2.5131014438
Jun,2009,1929404,4031_PREV,2.4343933301
Jul,2009,1647817,4032_PREV,2.3947266868
Aug,2009,1850767,4033_PREV,2.4233158804
Sep,2009,2842058,4034_PREV,2.5629572221
Oct,2009,2411978,4035_PREV,2.5023726428
Nov,2009,1262917,4036_PREV,2.340506531
Dec,2009,1100815,4037_PREV,2.3176715201
Jan,2010,2234250,4038_PREV,2.477336426
Feb,2010,2236579,4039_PREV,2.4776645079
Mar,2010,2309385,4040_PREV,2.4879205554
Apr,2010,1418413,4041_PREV,2.3624109668
May,2010,742856,4042_PREV,2.2672464935
Jun,2010,969215,4043_PREV,2.2991332699
Jul,2010,1235800,4044_PREV,2.336686609
Aug,2010,1457937,4045_PREV,2.3679786401
Sep,2010,1827459,4046_PREV,2.4200325252
Oct,2010,672375,4047_PREV,2.2573179645
Nov,2010,1630535,4048_PREV,2.3922922032
Dec,2010,1557107,4049_PREV,2.3819485358
Jan,2011,1891358,4050_PREV,2.42903386
Feb,2011,2268817,4051_PREV,2.4822058157
Mar,2011,3100674,4052_PREV,2.5993879829
Apr,2011,2216843,4053_PREV,2.4748843339
May,2011,2472430,4054_PREV,2.5108884049
Jun,2011,2191410,4055_PREV,2.4713016339
Jul,2011,2593507,4056_PREV,2.5279442995
Aug,2011,3495253,4057_PREV,2.6549716016
Sep,2011,3048754,4058_PREV,2.5920741079
Oct,2011,3716469,4059_PREV,2.686133893
Nov,2011,3016509,4060_PREV,2.587531814
Dec,2011,2490098,4061_PREV,2.5133772636
Jan,2012,4830891,4062_PREV,2.8431204725
Feb,2012,3323083,4063_PREV,2.63071833
Mar,2012,3543602,4064_PREV,2.6617824364
Apr,2012,4622887,4065_PREV,2.8138193312
May,2012,3275666,4066_PREV,2.6240387844
Jun,2012,3211742,4067_PREV,2.6150339279
Jul,2012,2577711,4068_PREV,2.525719146
Aug,2012,4379502,4069_PREV,2.7795341335
Sep,2012,2894941,4070_PREV,2.5704067532
Oct,2012,3121510,4071_PREV,2.6023231119
Nov,2012,683879,4072_PREV,2.2589385119
Dec,2012,688095,4073_PREV,2.2595324121
Jan,2013,1492922,4074_PREV,2.3729069127
Feb,2013,2024793,4075_PREV,2.4478306032
Mar,2013,3845103,4076_PREV,2.7042543283
Apr,2013,3060573,4077_PREV,2.5937390287
May,2013,1758675,4078_PREV,2.4103430496
Jun,2013,3151529,4079_PREV,2.6065518333
Jul,2013,2480072,4080_PREV,2.5119649194
Aug,2013,3172279,4081_PREV,2.6094748476
Sep,2013,3236299,4082_PREV,2.6184932274
Oct,2013,4172261,4083_PREV,2.7503404746
Nov,2013,4068123,4084_PREV,2.7356707459
Dec,2013,3748767,4085_PREV,2.6906836529
Jan,2014,4497475,4086_PREV,2.7961527732
Feb,2014,4180707,4087_PREV,2.7515302471
Mar,2014,3483958,4088_PREV,2.6533804957
Apr,2014,3667608,4089_PREV,2.6792509337
May,2014,2887307,4090_PREV,2.5693313656
Jun,2014,4239001,4091_PREV,2.7597420158
Jul,2014,4402947,4092_PREV,2.7828367875
Aug,2014,3231161,4093_PREV,2.6177694468
Sep,2014,5367729,4094_PREV,2.9187438552
Oct,2014,3474569,4095_PREV,2.6520578845
Nov,2014,4129418,4096_PREV,2.7443052599
Dec,2014,3342735,4097_PREV,2.6334866712
Jan,2015,3192962,4098_PREV,2.6123884238
Feb,2015,2851280,4099_PREV,2.5642563083
Mar,2015,2681173,4100_PREV,2.5402936478
Apr,2015,1791310,4101_PREV,2.414940282
May,2015,1594364,4102_PREV,2.3871968609
Jun,2015,3001849,4103_PREV,2.5854666867
Jul,2015,3400954,4104_PREV,2.6416878747
Aug,2015,3482956,4105_PREV,2.6532393458
Sep,2015,5457297,4106_PREV,2.9313611348
Oct,2015,6988622,4107_PREV,3.1470760738
Nov,2015,9134324,4108_PREV,3.449337172
Dec,2015,7578150,4109_PREV,3.2301218
Jan,2016,3385134,4110_PREV,2.6394593404
Feb,2016,4805211,4111_PREV,2.8395029781
Mar,2016,4594689,4112_PREV,2.8098471308
Apr,2016,8190302,4113_PREV,3.3163545274
May,2016,7284015,4114_PREV,3.188687543
Jun,2016,8128953,4115_PREV,3.3077124065
Jul,2016,5458355,4116_PREV,2.9315101733
Aug,2016,3306228,4117_PREV,2.6283439971
Sep,2016,7777299,4118_PREV,3.2581755537
Oct,2016,8499436,4119_PREV,3.359901666
Nov,2016,11661338,4120_PREV,3.805312991
Dec,2016,9799161,4121_PREV,3.5429915386
Jan,2017,11314598,4122_PREV,3.7564683643
Feb,2017,13260815,4123_PREV,4.030628377
Mar,2017,18950836,4124_PREV,4.8321711803
Apr,2017,23710282,4125_PREV,5.5026255932
May,2017,20382662,4126_PREV,5.0338698781
Jun,2017,24260306,4127_PREV,5.5801064634
Jul,2017,18503023,4128_PREV,4.7690885858
Aug,2017,24083412,4129_PREV,5.5551877307
Sep,2017,26003626,4130_PREV,5.8256847486
Oct,2017,32884186,4131_PREV,6.7949365933
Nov,2017,43199161,4132_PREV,8.2479881686
Dec,2017,36291544,4133_PREV,7.274924854
Jan,2018,19605517,4134_PREV,4.9243948898
Feb,2018,13485925,4135_PREV,4.0623392091
Mar,2018,13700744,4136_PREV,4.0926003669
Apr,2018,13258233,4137_PREV,4.0302646554
May,2018,17006436,4138_PREV,4.558267125
Jun,2018,17734002,4139_PREV,4.6607580106
Jul,2018,10139715,4140_PREV,3.5909647548
Aug,2018,14374703,4141_PREV,4.1875397329
Sep,2018,10673844,4142_PREV,3.6662065256
Oct,2018,12101041,4143_PREV,3.8672531446
Nov,2018,11402270,4144_PREV,3.7688185578
Dec,2018,14085888,4145_PREV,4.1468548945
Jan,2007,27381280,4011_PREV,1.7998963694
Feb,2007,26975884,4012_PREV,1.7403443846
Mar,2007,26604744,4013_PREV,1.6858245482
Apr,2007,29065696,4014_PREV,2.0473342226
May,2007,25713424,4015_PREV,1.5548911521
Jun,2007,32210104,4016_PREV,2.5092424242
Jul,2007,27534996,4017_PREV,1.8224769891
Aug,2007,29483172,4018_PREV,2.1086607389
Sep,2007,28644536,4019_PREV,1.985466533
Oct,2007,26538492,4020_PREV,1.6760922418
Nov,2007,30699484,4021_PREV,2.2873349086
Dec,2007,28899130,4022_PREV,2.0228659598
Jan,2008,27028206,4023_PREV,1.7480303977
Feb,2008,27436996,4024_PREV,1.8080809553
Mar,2008,28049560,4025_PREV,1.8980655678
Apr,2008,27754392,4026_PREV,1.8547058893
May,2008,28096132,4027_PREV,1.9049069156
Jun,2008,28796232,4028_PREV,2.0077504181
Jul,2008,27305900,4029_PREV,1.7888231753
Aug,2008,26558648,4030_PREV,1.679053124
Sep,2008,28458212,4031_PREV,1.9580958535
Oct,2008,25738470,4032_PREV,1.558570367
Nov,2008,24984508,4033_PREV,1.4478146281
Dec,2008,25258406,4034_PREV,1.4880497797
Jan,2009,23338298,4035_PREV,1.2059891714
Feb,2009,21063692,4036_PREV,0.8718534082
Mar,2009,21089508,4037_PREV,0.8756457349
Apr,2009,22136000,4038_PREV,1.0293736346
May,2009,23408152,4039_PREV,1.2162506055
Jun,2009,26229808,4040_PREV,1.6307470857
Jul,2009,28453168,4041_PREV,1.9573548984
Aug,2009,32780360,4042_PREV,2.5930120633
Sep,2009,29112300,4043_PREV,2.0541802712
Oct,2009,23104192,4044_PREV,1.1715993971
Nov,2009,31309940,4045_PREV,2.3770098595
Dec,2009,30412446,4046_PREV,2.2451695133
Jan,2010,33450118,4047_PREV,2.6913983775
Feb,2010,33587792,4048_PREV,2.7116224546
Mar,2010,30935608,4049_PREV,2.3220211237
Apr,2010,34951996,4050_PREV,2.9120217082
May,2010,35266188,4051_PREV,2.95817598
Jun,2010,34275608,4052_PREV,2.8126614583
Jul,2010,37427936,4053_PREV,3.2757330944
Aug,2010,36201424,4054_PREV,3.095560562
Sep,2010,38461608,4055_PREV,3.4275777579
Oct,2010,26031484,4056_PREV,1.6016136266
Nov,2010,35700580,4057_PREV,3.021987428
Dec,2010,34273504,4058_PREV,2.8123523842
Jan,2011,36318552,4059_PREV,3.1127664666
Feb,2011,36910488,4060_PREV,3.1997208609
Mar,2011,33919340,4061_PREV,2.7603262934
Apr,2011,35511560,4062_PREV,2.9942207106
May,2011,36545152,4063_PREV,3.1460536222
Jun,2011,38606956,4064_PREV,3.4489291325
Jul,2011,40291072,4065_PREV,3.6963229163
Aug,2011,40096148,4066_PREV,3.6676889113
Sep,2011,29886522,4067_PREV,2.1679121697
Oct,2011,36763548,4068_PREV,3.1781356242
Nov,2011,36487484,4069_PREV,3.1375822908
Dec,2011,35326316,4070_PREV,2.9670086812
Jan,2012,36559916,4071_PREV,3.1482224288
Feb,2012,33245166,4072_PREV,2.6612912763
Mar,2012,35737560,4073_PREV,3.0274197273
Apr,2012,34405392,4074_PREV,2.8317265077
May,2012,34944404,4075_PREV,2.9109064562
Jun,2012,37459816,4076_PREV,3.2804162123
Jul,2012,35000336,4077_PREV,2.9191227722
Aug,2012,34235816,4078_PREV,2.806816081
Sep,2012,27236564,4079_PREV,1.7786378345
Oct,2012,33042634,4080_PREV,2.6315396691
Nov,2012,34348180,4081_PREV,2.823322162
Dec,2012,32309228,4082_PREV,2.5238035717
Jan,2013,31514930,4083_PREV,2.4071225428
Feb,2013,31371352,4084_PREV,2.3860311781
Mar,2013,33949224,4085_PREV,2.7647162023
Apr,2013,32707642,4086_PREV,2.5823299125
May,2013,36042068,4087_PREV,3.0721514359
Jun,2013,36976416,4088_PREV,3.2094055723
Jul,2013,37340008,4089_PREV,3.2628166204
Aug,2013,42603264,4090_PREV,4.0359799991
Sep,2013,27880018,4091_PREV,1.8731601356
Oct,2013,36453400,4092_PREV,3.132575409
Nov,2013,38715768,4093_PREV,3.4649134308
Dec,2013,35699284,4094_PREV,3.0217970478
Jan,2014,37220688,4095_PREV,3.2452887147
Feb,2014,35291288,4096_PREV,2.9618631274
Mar,2014,34614408,4097_PREV,2.8624306036
Apr,2014,38361608,4098_PREV,3.4128879275
May,2014,39569344,4099_PREV,3.5903022973
Jun,2014,40827844,4100_PREV,3.7751738126
Jul,2014,42039700,4101_PREV,3.9531934034
Aug,2014,29971350,4102_PREV,2.1803732591
Sep,2014,38160040,4103_PREV,3.3832779302
Oct,2014,41033352,4104_PREV,3.8053625892
Nov,2014,39688520,4105_PREV,3.6078090495
Dec,2014,35402820,4106_PREV,2.9782469891
Jan,2015,36161296,4107_PREV,3.0896658269
Feb,2015,37137032,4108_PREV,3.2329997902
Mar,2015,34540976,4109_PREV,2.8516435673
Apr,2015,39186360,4110_PREV,3.5340425973
May,2015,39978072,4111_PREV,3.6503437472
Jun,2015,41620380,4112_PREV,3.8915960067
Jul,2015,43814415,4113_PREV,4.2138960266
Aug,2015,34317799,4114_PREV,2.8188592446
Sep,2015,44028180,4115_PREV,4.2452977425
Oct,2015,43238071,4116_PREV,4.1292320706
Nov,2015,40050510,4117_PREV,3.6609847665
Dec,2015,38462929,4118_PREV,3.4277718105
Jan,2016,35889359,4119_PREV,3.0497187429
Feb,2016,39403745,4120_PREV,3.5659760851
Mar,2016,44292637,4121_PREV,4.2841460272
Apr,2016,45118047,4122_PREV,4.4053973561
May,2016,45354228,4123_PREV,4.4400919444
Jun,2016,42723342,4124_PREV,4.0536192536
Jul,2016,46252910,4125_PREV,4.5721068059
Aug,2016,31028971,4126_PREV,2.33573599
Sep,2016,46519978,4127_PREV,4.6113386421
Oct,2016,46643634,4128_PREV,4.6295034987
Nov,2016,40285065,4129_PREV,3.6954404982
Dec,2016,44150161,4130_PREV,4.2632165445
Jan,2017,45133578,4131_PREV,4.4076788337
Feb,2017,46709983,4132_PREV,4.6392500543
Mar,2017,42816570,4133_PREV,4.0673142887
Apr,2017,47942789,4134_PREV,4.8203471646
May,2017,46747948,4135_PREV,4.6448270484
Jun,2017,47550437,4136_PREV,4.7627113213
Jul,2017,29378733,4137_PREV,2.093318827
Aug,2017,44240918,4138_PREV,4.2765485939
Sep,2017,43628163,4139_PREV,4.1865359237
Oct,2017,44620370,4140_PREV,4.332289449
Nov,2017,41394770,4141_PREV,3.8584542804
Dec,2017,42418796,4142_PREV,4.0088819628
Jan,2018,37365167,4143_PREV,3.2665124348
Feb,2018,41984970,4144_PREV,3.9451536593
Mar,2018,41189785,4145_PREV,3.8283423316
Apr,2018,48161815,4146_PREV,4.8525217124
May,2018,44415477,4147_PREV,4.3021910149
Jun,2018,44477527,4148_PREV,4.3113060546
Jul,2018,25401386,4149_PREV,1.5090532991
Aug,2018,44534275,4150_PREV,4.3196422396
Sep,2018,44998343,4151_PREV,4.3878130416
Oct,2018,45575980,4152_PREV,4.4726669371
Nov,2018,47370191,4153_PREV,4.7362334896
Dec,2018,44233036,4154_PREV,4.2753907414
Jan,2007,2775546,PLANTED_AREA,-1.4761841697
Feb,2007,2829601,PLANTED_AREA,-1.1451463771
Mar,2007,2883656,PLANTED_AREA,-0.8141085845
Apr,2007,2937711,PLANTED_AREA,-0.4830707919
May,2007,2991766,PLANTED_AREA,-0.1520329993
Jun,2007,3045821,PLANTED_AREA,0.1790047933
Jul,2007,3099876,PLANTED_AREA,0.5100425858
Aug,2007,3153931,PLANTED_AREA,0.8410803784
Sep,2007,3207986,PLANTED_AREA,1.172118171
Oct,2007,3262041,PLANTED_AREA,1.5031559636
Nov,2007,3316096,PLANTED_AREA,1.8341937562
Dec,2007,3370151,PLANTED_AREA,2.1652315488
Jan,2008,3424217,PLANTED_AREA,2.4963367064
Feb,2008,3425138,PLANTED_AREA,2.5019769951
Mar,2008,3426059,PLANTED_AREA,2.5076172838
Apr,2008,3426980,PLANTED_AREA,2.5132575726
May,2008,3427901,PLANTED_AREA,2.5188978613
Jun,2008,3428822,PLANTED_AREA,2.52453815
Jul,2008,3429743,PLANTED_AREA,2.5301784387
Aug,2008,3430664,PLANTED_AREA,2.5358187275
Sep,2008,3431585,PLANTED_AREA,2.5414590162
Oct,2008,3432506,PLANTED_AREA,2.5470993049
Nov,2008,3433427,PLANTED_AREA,2.5527395936
Dec,2008,3434348,PLANTED_AREA,2.5583798823
Jan,2009,3435270,PLANTED_AREA,2.5640262952
Feb,2009,3436090,PLANTED_AREA,2.5690480506
Mar,2009,3435271,PLANTED_AREA,2.5640324193
Apr,2009,3436091,PLANTED_AREA,2.5690541747
May,2009,3435272,PLANTED_AREA,2.5640385433
Jun,2009,3436092,PLANTED_AREA,2.5690602988
Jul,2009,3435273,PLANTED_AREA,2.5640446674
Aug,2009,3436093,PLANTED_AREA,2.5690664229
Sep,2009,3435274,PLANTED_AREA,2.5640507915
Oct,2009,3436094,PLANTED_AREA,2.569072547
Nov,2009,3435275,PLANTED_AREA,2.5640569156
Dec,2009,3436095,PLANTED_AREA,2.5690786711
Jan,2010,3445121,PLANTED_AREA,2.6243547254
Feb,2010,3446035,PLANTED_AREA,2.6299521454
Mar,2010,3446949,PLANTED_AREA,2.6355495655
Apr,2010,3447863,PLANTED_AREA,2.6411469856
May,2010,3448777,PLANTED_AREA,2.6467444057
Jun,2010,3449691,PLANTED_AREA,2.6523418258
Jul,2010,3450605,PLANTED_AREA,2.6579392458
Aug,2010,3451519,PLANTED_AREA,2.6635366659
Sep,2010,3452433,PLANTED_AREA,2.669134086
Oct,2010,3453347,PLANTED_AREA,2.6747315061
Nov,2010,3454261,PLANTED_AREA,2.6803289262
Dec,2010,3455175,PLANTED_AREA,2.6859263462
Jan,2011,3456100,PLANTED_AREA,2.6915911313
Feb,2011,3458433,PLANTED_AREA,2.705878638
Mar,2011,3460766,PLANTED_AREA,2.7201661446
Apr,2011,3463099,PLANTED_AREA,2.7344536512
May,2011,3465432,PLANTED_AREA,2.7487411578
Jun,2011,3467765,PLANTED_AREA,2.7630286644
Jul,2011,3470098,PLANTED_AREA,2.777316171
Aug,2011,3472431,PLANTED_AREA,2.7916036776
Sep,2011,3474764,PLANTED_AREA,2.8058911843
Oct,2011,3477097,PLANTED_AREA,2.8201786909
Nov,2011,3479430,PLANTED_AREA,2.8344661975
Dec,2011,3481763,PLANTED_AREA,2.8487537041
Jan,2012,3484100,PLANTED_AREA,2.8630657071
Feb,2012,3490075,PLANTED_AREA,2.8996571567
Mar,2012,3496050,PLANTED_AREA,2.9362486064
Apr,2012,3502025,PLANTED_AREA,2.972840056
May,2012,3508000,PLANTED_AREA,3.0094315057
Jun,2012,3513975,PLANTED_AREA,3.0460229553
Jul,2012,3519950,PLANTED_AREA,3.082614405
Aug,2012,3525925,PLANTED_AREA,3.1192058546
Sep,2012,3531900,PLANTED_AREA,3.1557973043
Oct,2012,3537875,PLANTED_AREA,3.1923887539
Nov,2012,3543850,PLANTED_AREA,3.2289802036
Dec,2012,3549825,PLANTED_AREA,3.2655716532
Jan,2013,3555800,PLANTED_AREA,3.3021631029
Feb,2013,3560003,PLANTED_AREA,3.3279026615
Mar,2013,3564206,PLANTED_AREA,3.3536422201
Apr,2013,3568409,PLANTED_AREA,3.3793817788
May,2013,3572612,PLANTED_AREA,3.4051213374
Jun,2013,3576815,PLANTED_AREA,3.4308608961
Jul,2013,3581018,PLANTED_AREA,3.4566004547
Aug,2013,3585221,PLANTED_AREA,3.4823400133
Sep,2013,3589424,PLANTED_AREA,3.508079572
Oct,2013,3593627,PLANTED_AREA,3.5338191306
Nov,2013,3597830,PLANTED_AREA,3.5595586893
Dec,2013,3602033,PLANTED_AREA,3.5852982479
Jan,2014,3606245,PLANTED_AREA,3.6110929234
Feb,2014,3607483,PLANTED_AREA,3.6186745493
Mar,2014,3608721,PLANTED_AREA,3.6262561751
Apr,2014,3609959,PLANTED_AREA,3.633837801
May,2014,3611197,PLANTED_AREA,3.6414194269
Jun,2014,3612435,PLANTED_AREA,3.6490010528
Jul,2014,3613673,PLANTED_AREA,3.6565826787
Aug,2014,3614911,PLANTED_AREA,3.6641643046
Sep,2014,3616149,PLANTED_AREA,3.6717459304
Oct,2014,3617387,PLANTED_AREA,3.6793275563
Nov,2014,3618625,PLANTED_AREA,3.6869091822
Dec,2014,3619863,PLANTED_AREA,3.6944908081
Jan,2015,3621102,PLANTED_AREA,3.7020785581
Feb,2015,3622448,PLANTED_AREA,3.7103215859
Mar,2015,3623794,PLANTED_AREA,3.7185646137
Apr,2015,3625140,PLANTED_AREA,3.7268076415
May,2015,3626486,PLANTED_AREA,3.7350506694
Jun,2015,3627832,PLANTED_AREA,3.7432936972
Jul,2015,3629178,PLANTED_AREA,3.751536725
Aug,2015,3630524,PLANTED_AREA,3.7597797528
Sep,2015,3631870,PLANTED_AREA,3.7680227806
Oct,2015,3633216,PLANTED_AREA,3.7762658085
Nov,2015,3634562,PLANTED_AREA,3.7845088363
Dec,2015,3635908,PLANTED_AREA,3.7927518641
Jan,2016,3637264,PLANTED_AREA,3.8010561328
Feb,2016,3639086,PLANTED_AREA,3.8122142285
Mar,2016,3640908,PLANTED_AREA,3.8233723241
Apr,2016,3642730,PLANTED_AREA,3.8345304197
May,2016,3644552,PLANTED_AREA,3.8456885153
Jun,2016,3646374,PLANTED_AREA,3.8568466109
Jul,2016,3648196,PLANTED_AREA,3.8680047065
Aug,2016,3650018,PLANTED_AREA,3.8791628021
Sep,2016,3651840,PLANTED_AREA,3.8903208977
Oct,2016,3653662,PLANTED_AREA,3.9014789933
Nov,2016,3655484,PLANTED_AREA,3.9126370889
Dec,2016,3657306,PLANTED_AREA,3.9237951845
Jan,2017,3659129,PLANTED_AREA,3.9349594042
Feb,2017,3656701.58333333,PLANTED_AREA,3.9200936813
Mar,2017,3654274.16666667,PLANTED_AREA,3.9052279583
Apr,2017,3651846.75,PLANTED_AREA,3.8903622353
May,2017,3649419.33333333,PLANTED_AREA,3.8754965124
Jun,2017,3646991.91666667,PLANTED_AREA,3.8606307894
Jul,2017,3644564.5,PLANTED_AREA,3.8457650664
Aug,2017,3642137.08333333,PLANTED_AREA,3.8308993435
Sep,2017,3639709.66666667,PLANTED_AREA,3.8160336205
Oct,2017,3637282.25,PLANTED_AREA,3.8011678975
Nov,2017,3634854.83333333,PLANTED_AREA,3.7863021746
Dec,2017,3632427.41666667,PLANTED_AREA,3.7714364516
Jan,2018,3630000,PLANTED_AREA,3.7565707286
Feb,2018,3622750,PLANTED_AREA,3.7121710617
Mar,2018,3615500,PLANTED_AREA,3.6677713947
Apr,2018,3608250,PLANTED_AREA,3.6233717278
May,2018,3601000,PLANTED_AREA,3.5789720609
Jun,2018,3593750,PLANTED_AREA,3.5345723939
Jul,2018,3586500,PLANTED_AREA,3.490172727
Aug,2018,3579250,PLANTED_AREA,3.4457730601
Sep,2018,3572000,PLANTED_AREA,3.4013733931
Oct,2018,3564750,PLANTED_AREA,3.3569737262
Nov,2018,3557500,PLANTED_AREA,3.3125740593
Dec,2018,3550250,PLANTED_AREA,3.2681743923
Jan,2007,34876,CHINESE_IMPORTED_DOLLARS_PREV,2.1316116989
Feb,2007,29773,CHINESE_IMPORTED_DOLLARS_PREV,2.021957697
Mar,2007,28973,CHINESE_IMPORTED_DOLLARS_PREV,2.0047671813
Apr,2007,52302,CHINESE_IMPORTED_DOLLARS_PREV,2.5060641069
May,2007,58924,CHINESE_IMPORTED_DOLLARS_PREV,2.6483586005
Jun,2007,60742,CHINESE_IMPORTED_DOLLARS_PREV,2.6874240474
Jul,2007,59488,CHINESE_IMPORTED_DOLLARS_PREV,2.6604779141
Aug,2007,71631,CHINESE_IMPORTED_DOLLARS_PREV,2.9214084541
Sep,2007,68345,CHINESE_IMPORTED_DOLLARS_PREV,2.8507984109
Oct,2007,62060,CHINESE_IMPORTED_DOLLARS_PREV,2.715745422
Nov,2007,60344,CHINESE_IMPORTED_DOLLARS_PREV,2.6788717659
Dec,2007,47418,CHINESE_IMPORTED_DOLLARS_PREV,2.4011160086
Jan,2008,52178,CHINESE_IMPORTED_DOLLARS_PREV,2.503399577
Feb,2008,81735,CHINESE_IMPORTED_DOLLARS_PREV,3.1385246672
Mar,2008,54147,CHINESE_IMPORTED_DOLLARS_PREV,2.5457097337
Apr,2008,95159,CHINESE_IMPORTED_DOLLARS_PREV,3.4269815205
May,2008,79402,CHINESE_IMPORTED_DOLLARS_PREV,3.0883928259
Jun,2008,61542,CHINESE_IMPORTED_DOLLARS_PREV,2.7046145631
Jul,2008,54826,CHINESE_IMPORTED_DOLLARS_PREV,2.5603001839
Aug,2008,87502,CHINESE_IMPORTED_DOLLARS_PREV,3.2624467972
Sep,2008,122427,CHINESE_IMPORTED_DOLLARS_PREV,4.0129202477
Oct,2008,118593,CHINESE_IMPORTED_DOLLARS_PREV,3.9305347013
Nov,2008,85884,CHINESE_IMPORTED_DOLLARS_PREV,3.2276789792
Dec,2008,59323,CHINESE_IMPORTED_DOLLARS_PREV,2.6569323702
Jan,2009,39821,CHINESE_IMPORTED_DOLLARS_PREV,2.237870574
Feb,2009,12168,CHINESE_IMPORTED_DOLLARS_PREV,1.6436589111
Mar,2009,26346,CHINESE_IMPORTED_DOLLARS_PREV,1.9483178254
Apr,2009,67009,CHINESE_IMPORTED_DOLLARS_PREV,2.8220902497
May,2009,82038,CHINESE_IMPORTED_DOLLARS_PREV,3.1450355751
Jun,2009,76811,CHINESE_IMPORTED_DOLLARS_PREV,3.0327170432
Jul,2009,74976,CHINESE_IMPORTED_DOLLARS_PREV,2.9932862978
