month,year,value,parameter,value_std
Mar,2012,0.0033,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,2.9935742267
Apr,2012,0.0137,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.362280667
May,2012,0.0051,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.0573888029
Jun,2012,0.0228,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.6848988023
Jul,2012,-0.0008,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,2.8482188031
Aug,2012,0.0056,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.0751150741
Sep,2012,0.0095,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.2133799892
Oct,2012,0.0037,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.0077552436
Nov,2012,0.0037,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.0077552436
Dec,2012,-0.0012,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,2.8340377862
Jan,2013,0.0046,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.0396625317
Feb,2013,0.0062,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.0963865995
Mar,2013,-0.0035,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,2.7524969388
Apr,2013,0.0056,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.0751150741
May,2013,0.0005,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,2.8943071081
Jun,2013,0.0075,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.1424749045
Jul,2013,0.0133,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.3480996501
Aug,2013,0.0355,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,4.1351460901
Sep,2013,0.0625,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,5.0923647332
Oct,2013,0.0604,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,5.0179143943
Nov,2013,-0.0266,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,1.9335432107
Dec,2013,0.0612,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,5.0462764282
Jan,2014,0.0173,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.4899098195
Feb,2014,0.0033,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,2.9935742267
Mar,2014,-0.0492,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,1.1323157538
Apr,2014,-0.0214,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,2.1178964309
May,2014,0.0177,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.5040908364
Jun,2014,0.0098,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.2240157519
Jul,2014,0.0154,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.422549989
Aug,2014,-0.0234,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,2.0469913462
Sep,2014,0.0097,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.2204704977
Oct,2014,0.0423,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,4.376223378
Nov,2014,-0.0082,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,2.5858699898
Dec,2014,0.0098,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.2240157519
Jan,2015,0.0148,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.4012784636
Feb,2015,0.0228,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.6848988023
Mar,2015,0.0203,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.5962674465
Apr,2015,0.0116,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.2878303281
May,2015,-0.0086,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,2.5716889729
Jun,2015,0.0202,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.5927221922
Jul,2015,0.0082,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.1672916842
Aug,2015,0.0146,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.3941879551
Sep,2015,0.0386,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,4.2450489713
Oct,2015,0.0427,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,4.3904043949
Nov,2015,-0.0657,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,0.5473488052
Dec,2015,0.0108,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.2594682943
Jan,2016,-0.0034,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,2.756042193
Feb,2016,-0.0009,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,2.8446735489
Mar,2016,-0.0293,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,1.8378213464
Apr,2016,-0.0084,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,2.5787794813
May,2016,-0.0057,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,2.6745013456
Jun,2016,0.036,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,4.1528723612
Jul,2016,-0.0328,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,1.7137374482
Aug,2016,-0.0086,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,2.5716889729
Sep,2016,0.0129,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.3339186332
Oct,2016,-0.0163,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,2.2987043968
Nov,2016,-0.0002,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,2.8694903285
Dec,2016,0.0387,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,4.2485942255
Jan,2017,-0.0059,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,2.6674108372
Feb,2017,-0.0089,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,2.5610532102
Mar,2017,-0.0012,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,2.8340377862
Apr,2017,-0.0008,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,2.8482188031
May,2017,0.0003,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,2.8872165997
Jun,2017,-0.0005,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,2.8588545658
Jul,2017,0.0004,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,2.8907618539
Aug,2017,-0.0002,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,2.8694903285
Sep,2017,0.0014,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,2.9262143963
Oct,2017,0.0096,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.2169252434
Nov,2017,0.0068,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.1176581249
Dec,2017,-0.0027,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,2.7808589727
Jan,2018,0.0031,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,2.9864837182
Feb,2018,-0.0132,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,2.4086072781
Mar,2018,0.0266,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.8196184632
Apr,2018,0.0015,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,2.9297596505
May,2018,0.0107,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.25592304
Jun,2018,-0.0013,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,2.8304925319
Jul,2018,0.0313,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.9862454122
Aug,2018,0.0063,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.0999318537
Sep,2018,0.0215,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.6388104973
Oct,2018,0.0116,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.2878303281
Nov,2018,0.0202,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,3.5927221922
Dec,2018,-0.0592,USD_ISD_EXCHANGE_RATE_CHANGE_PREV,0.7777903304
Jan,2007,26.5045,Temperature ﾖ (Celsius)_PREV,3.1398358326
Feb,2007,25.9908,Temperature ﾖ (Celsius)_PREV,1.9296360466
Mar,2007,26.0761,Temperature ﾖ (Celsius)_PREV,2.130589992
Apr,2007,26.2171,Temperature ﾖ (Celsius)_PREV,2.4627647434
May,2007,26.4058,Temperature ﾖ (Celsius)_PREV,2.9073135066
Jun,2007,26.6741,Temperature ﾖ (Celsius)_PREV,3.5393878741
Jul,2007,26.1211,Temperature ﾖ (Celsius)_PREV,2.2366032105
Aug,2007,25.7758,Temperature ﾖ (Celsius)_PREV,1.4231284468
Sep,2007,25.8261,Temperature ﾖ (Celsius)_PREV,1.5416276666
Oct,2007,25.9217,Temperature ﾖ (Celsius)_PREV,1.7668468598
Nov,2007,26.4872,Temperature ﾖ (Celsius)_PREV,3.0990796397
Dec,2007,26.1071,Temperature ﾖ (Celsius)_PREV,2.2036213203
Jan,2008,26.0463,Temperature ﾖ (Celsius)_PREV,2.0603856828
Feb,2008,26.033,Temperature ﾖ (Celsius)_PREV,2.0290528871
Mar,2008,25.7606,Temperature ﾖ (Celsius)_PREV,1.3873195374
Apr,2008,25.6627,Temperature ﾖ (Celsius)_PREV,1.1566818908
May,2008,25.9887,Temperature ﾖ (Celsius)_PREV,1.924688763
Jun,2008,26.2862,Temperature ﾖ (Celsius)_PREV,2.6255539302
Jul,2008,25.8421,Temperature ﾖ (Celsius)_PREV,1.5793212555
Aug,2008,25.4451,Temperature ﾖ (Celsius)_PREV,0.6440490828
Sep,2008,25.8118,Temperature ﾖ (Celsius)_PREV,1.5079390216
Oct,2008,26.0801,Temperature ﾖ (Celsius)_PREV,2.1400133892
Nov,2008,26.4797,Temperature ﾖ (Celsius)_PREV,3.08141077
Dec,2008,26.4117,Temperature ﾖ (Celsius)_PREV,2.9212130175
Jan,2009,26.2618,Temperature ﾖ (Celsius)_PREV,2.5680712072
Feb,2009,25.7772,Temperature ﾖ (Celsius)_PREV,1.4264266358
Mar,2009,25.7817,Temperature ﾖ (Celsius)_PREV,1.4370279577
Apr,2009,25.958,Temperature ﾖ (Celsius)_PREV,1.8523641895
May,2009,26.7217,Temperature ﾖ (Celsius)_PREV,3.6515263009
Jun,2009,26.5502,Temperature ﾖ (Celsius)_PREV,3.2474981457
Jul,2009,26.3983,Temperature ﾖ (Celsius)_PREV,2.8896446368
Aug,2009,26.1034,Temperature ﾖ (Celsius)_PREV,2.1949046779
Sep,2009,26.146,Temperature ﾖ (Celsius)_PREV,2.2952638581
Oct,2009,26.596,Temperature ﾖ (Celsius)_PREV,3.3553960437
Nov,2009,26.6273,Temperature ﾖ (Celsius)_PREV,3.4291341268
Dec,2009,26.6877,Temperature ﾖ (Celsius)_PREV,3.5714274246
Jan,2010,26.4703,Temperature ﾖ (Celsius)_PREV,3.0592657865
Feb,2010,26.0925,Temperature ﾖ (Celsius)_PREV,2.1692259205
Mar,2010,26.6103,Temperature ﾖ (Celsius)_PREV,3.3890846887
Apr,2010,26.6577,Temperature ﾖ (Celsius)_PREV,3.5007519456
May,2010,26.8081,Temperature ﾖ (Celsius)_PREV,3.8550716805
Jun,2010,26.9744,Temperature ﾖ (Celsius)_PREV,4.2468494193
Jul,2010,26.4764,Temperature ﾖ (Celsius)_PREV,3.0736364673
Aug,2010,25.9426,Temperature ﾖ (Celsius)_PREV,1.8160841102
Sep,2010,26.1792,Temperature ﾖ (Celsius)_PREV,2.3734780549
Oct,2010,26.3379,Temperature ﾖ (Celsius)_PREV,2.747351339
Nov,2010,26.4788,Temperature ﾖ (Celsius)_PREV,3.0792905056
Dec,2010,26.424,Temperature ﾖ (Celsius)_PREV,2.9501899639
Jan,2011,26.131,Temperature ﾖ (Celsius)_PREV,2.2599261186
Feb,2011,25.8354,Temperature ﾖ (Celsius)_PREV,1.5635370651
Mar,2011,25.9172,Temperature ﾖ (Celsius)_PREV,1.756245538
Apr,2011,26.1868,Temperature ﾖ (Celsius)_PREV,2.3913825096
May,2011,26.4147,Temperature ﾖ (Celsius)_PREV,2.9282805654
Jun,2011,26.2142,Temperature ﾖ (Celsius)_PREV,2.4559327805
Jul,2011,26.0326,Temperature ﾖ (Celsius)_PREV,2.0281105474
Aug,2011,25.9881,Temperature ﾖ (Celsius)_PREV,1.9232752535
Sep,2011,25.8631,Temperature ﾖ (Celsius)_PREV,1.6287940908
Oct,2011,26.104,Temperature ﾖ (Celsius)_PREV,2.1963181875
Nov,2011,26.3972,Temperature ﾖ (Celsius)_PREV,2.8870532026
Dec,2011,26.5333,Temperature ﾖ (Celsius)_PREV,3.2076842925
Jan,2012,26.5105,Temperature ﾖ (Celsius)_PREV,3.1539709285
Feb,2012,26.203,Temperature ﾖ (Celsius)_PREV,2.4295472683
Mar,2012,26.3567,Temperature ﾖ (Celsius)_PREV,2.7916413059
Apr,2012,26.2156,Temperature ﾖ (Celsius)_PREV,2.4592309695
May,2012,26.4839,Temperature ﾖ (Celsius)_PREV,3.091305337
Jun,2012,26.6149,Temperature ﾖ (Celsius)_PREV,3.3999215955
Jul,2012,26.3431,Temperature ﾖ (Celsius)_PREV,2.7596017554
Aug,2012,25.6763,Temperature ﾖ (Celsius)_PREV,1.1887214413
Sep,2012,25.9398,Temperature ﾖ (Celsius)_PREV,1.8094877322
Oct,2012,26.3573,Temperature ﾖ (Celsius)_PREV,2.7930548155
Nov,2012,26.66,Temperature ﾖ (Celsius)_PREV,3.506170399
Dec,2012,26.6037,Temperature ﾖ (Celsius)_PREV,3.3735360833
Jan,2013,26.546,Temperature ﾖ (Celsius)_PREV,3.2376035786
Feb,2013,26.3733,Temperature ﾖ (Celsius)_PREV,2.8307484043
Mar,2013,26.2532,Temperature ﾖ (Celsius)_PREV,2.5478109032
Apr,2013,26.7067,Temperature ﾖ (Celsius)_PREV,3.6161885614
May,2013,26.65,Temperature ﾖ (Celsius)_PREV,3.482611906
Jun,2013,26.7903,Temperature ﾖ (Celsius)_PREV,3.813137563
Jul,2013,26.7821,Temperature ﾖ (Celsius)_PREV,3.7938195987
Aug,2013,26.0773,Temperature ﾖ (Celsius)_PREV,2.1334170111
Sep,2013,26.074,Temperature ﾖ (Celsius)_PREV,2.1256427084
Oct,2013,26.1239,Temperature ﾖ (Celsius)_PREV,2.2431995886
Nov,2013,26.5763,Temperature ﾖ (Celsius)_PREV,3.3089858125
Dec,2013,26.3509,Temperature ﾖ (Celsius)_PREV,2.77797738
Jan,2014,26.3686,Temperature ﾖ (Celsius)_PREV,2.8196759126
Feb,2014,25.6009,Temperature ﾖ (Celsius)_PREV,1.011090404
Mar,2014,26.0123,Temperature ﾖ (Celsius)_PREV,1.9802868065
Apr,2014,26.4182,Temperature ﾖ (Celsius)_PREV,2.9365260379
May,2014,26.8454,Temperature ﾖ (Celsius)_PREV,3.9429448595
Jun,2014,26.6872,Temperature ﾖ (Celsius)_PREV,3.5702495
Jul,2014,26.734,Temperature ﾖ (Celsius)_PREV,3.6805032473
Aug,2014,26.0933,Temperature ﾖ (Celsius)_PREV,2.1711105999
Sep,2014,25.8123,Temperature ﾖ (Celsius)_PREV,1.5091169463
Oct,2014,26.347,Temperature ﾖ (Celsius)_PREV,2.7687895677
Nov,2014,26.6925,Temperature ﾖ (Celsius)_PREV,3.5827355013
Dec,2014,26.8099,Temperature ﾖ (Celsius)_PREV,3.8593122093
Jan,2015,26.4952,Temperature ﾖ (Celsius)_PREV,3.1179264341
Feb,2015,25.8829,Temperature ﾖ (Celsius)_PREV,1.675439907
Mar,2015,26.0899,Temperature ﾖ (Celsius)_PREV,2.1631007123
Apr,2015,26.3919,Temperature ﾖ (Celsius)_PREV,2.8745672013
May,2015,26.84,Temperature ﾖ (Celsius)_PREV,3.9302232732
Jun,2015,26.8103,Temperature ﾖ (Celsius)_PREV,3.860254549
Jul,2015,26.6382,Temperature ﾖ (Celsius)_PREV,3.4548128842
Aug,2015,26.2856,Temperature ﾖ (Celsius)_PREV,2.6241404206
Sep,2015,26.0917,Temperature ﾖ (Celsius)_PREV,2.1673412411
Oct,2015,26.4075,Temperature ﾖ (Celsius)_PREV,2.9113184504
Nov,2015,26.8818,Temperature ﾖ (Celsius)_PREV,4.028697774
Dec,2015,26.8451,Temperature ﾖ (Celsius)_PREV,3.9422381047
Jan,2016,26.7729,Temperature ﾖ (Celsius)_PREV,3.7721457851
Feb,2016,26.9007,Temperature ﾖ (Celsius)_PREV,4.0732233258
Mar,2016,26.6521,Temperature ﾖ (Celsius)_PREV,3.4875591895
Apr,2016,27.1355,Temperature ﾖ (Celsius)_PREV,4.6263767418
May,2016,27.4218,Temperature ﾖ (Celsius)_PREV,5.3008563967
Jun,2016,27.2184,Temperature ﾖ (Celsius)_PREV,4.8216766488
Jul,2016,26.6709,Temperature ﾖ (Celsius)_PREV,3.5318491564
Aug,2016,26.233,Temperature ﾖ (Celsius)_PREV,2.5002227473
Sep,2016,26.5444,Temperature ﾖ (Celsius)_PREV,3.2338342198
Oct,2016,26.5721,Temperature ﾖ (Celsius)_PREV,3.2990912454
Nov,2016,26.6892,Temperature ﾖ (Celsius)_PREV,3.5749611986
Dec,2016,26.5876,Temperature ﾖ (Celsius)_PREV,3.3356069096
Jan,2017,26.6843,Temperature ﾖ (Celsius)_PREV,3.563417537
Feb,2017,26.9451612903,Temperature ﾖ (Celsius)_PREV,4.1779674256
Mar,2017,26.2214285714,Temperature ﾖ (Celsius)_PREV,2.4729622054
Apr,2017,26.6870967742,Temperature ﾖ (Celsius)_PREV,3.5700063155
May,2017,26.9566666667,Temperature ﾖ (Celsius)_PREV,4.2050723584
Jun,2017,27.3451612903,Temperature ﾖ (Celsius)_PREV,5.1203071461
Jul,2017,27.22,Temperature ﾖ (Celsius)_PREV,4.8254460077
Aug,2017,27.0806451613,Temperature ﾖ (Celsius)_PREV,4.4971470083
Sep,2017,27.0774193548,Temperature ﾖ (Celsius)_PREV,4.4895474944
Oct,2017,27.0366666667,Temperature ﾖ (Celsius)_PREV,4.3935403025
Nov,2017,27.1677419355,Temperature ﾖ (Celsius)_PREV,4.7023338829
Dec,2017,27.0966666667,Temperature ﾖ (Celsius)_PREV,4.5348912606
Jan,2018,26.8322580645,Temperature ﾖ (Celsius)_PREV,3.9119844399
Feb,2018,26.6612903226,Temperature ﾖ (Celsius)_PREV,3.5092102045
Mar,2018,26.2821428571,Temperature ﾖ (Celsius)_PREV,2.615995913
Apr,2018,26.5193548387,Temperature ﾖ (Celsius)_PREV,3.174831594
May,2018,27.0333333333,Temperature ﾖ (Celsius)_PREV,4.3856874715
Jun,2018,27.1064516129,Temperature ﾖ (Celsius)_PREV,4.5579431193
Jul,2018,27.35,Temperature ﾖ (Celsius)_PREV,5.1317064169
Aug,2018,27.4129032258,Temperature ﾖ (Celsius)_PREV,5.2798969375
Sep,2018,27.464516129,Temperature ﾖ (Celsius)_PREV,5.4014891595
Oct,2018,26.6966666667,Temperature ﾖ (Celsius)_PREV,3.59255154
Nov,2018,26.8258064516,Temperature ﾖ (Celsius)_PREV,3.8967854122
Dec,2018,27.0133333333,Temperature ﾖ (Celsius)_PREV,4.3385704855
Jan,2019,31.80645161,Temperature ﾖ (Celsius)_PREV,2.432804176
Feb,2019,31.78571429,Temperature ﾖ (Celsius)_PREV,2.4785630059
Mar,2019,32.58064516,Temperature ﾖ (Celsius)_PREV,2.5542018688
Apr,2019,32.73333333,Temperature ﾖ (Celsius)_PREV,2.6554291982
May,2019,32.90322581,Temperature ﾖ (Celsius)_PREV,2.7993576161
Jun,2019,32.3,Temperature ﾖ (Celsius)_PREV,2.5027030685
Jul,2019,32.58064516,Temperature ﾖ (Celsius)_PREV,2.3174683212
Aug,2019,33.51612903,Temperature ﾖ (Celsius)_PREV,2.3444515467
Sep,2019,34.4,Temperature ﾖ (Celsius)_PREV,2.3957357687
Oct,2019,34.22580645,Temperature ﾖ (Celsius)_PREV,2.6990958893
Nov,2019,34.1,Temperature ﾖ (Celsius)_PREV,2.4951928268
Dec,2019,31.64516129,Temperature ﾖ (Celsius)_PREV,2.46257692
Jan,2020,31.32258065,Temperature ﾖ (Celsius)_PREV,2.4554421903
Feb,2020,31.62068966,Temperature ﾖ (Celsius)_PREV,2.3093143444
Mar,2020,29.4516129,Temperature ﾖ (Celsius)_PREV,2.256796297
Apr,2020,28.93333333,Temperature ﾖ (Celsius)_PREV,2.4316776398
May,2020,30.34615385,Temperature ﾖ (Celsius)_PREV,2.5912702761
Jan,2007,310.646,Rainfall ﾖ (MM)_PREV,2.3530346801
Feb,2007,288.452,Rainfall ﾖ (MM)_PREV,2.140065683
Mar,2007,308.659,Rainfall ﾖ (MM)_PREV,2.3367803713
Apr,2007,306.465,Rainfall ﾖ (MM)_PREV,2.4807087892
May,2007,313.486,Rainfall ﾖ (MM)_PREV,2.6950725455
Jun,2007,283.009,Rainfall ﾖ (MM)_PREV,2.6585942286
Jul,2007,261.098,Rainfall ﾖ (MM)_PREV,2.5781809977
Aug,2007,224.628,Rainfall ﾖ (MM)_PREV,2.3182193453
Sep,2007,170.521,Rainfall ﾖ (MM)_PREV,2.3206333516
Oct,2007,155.903,Rainfall ﾖ (MM)_PREV,2.4152087526
Nov,2007,190.176,Rainfall ﾖ (MM)_PREV,2.824892438
Dec,2007,234.961,Rainfall ﾖ (MM)_PREV,2.732891977
Jan,2008,305.377,Rainfall ﾖ (MM)_PREV,2.6514058544
Feb,2008,232.708,Rainfall ﾖ (MM)_PREV,2.4932079772
Mar,2008,272.648,Rainfall ﾖ (MM)_PREV,2.5160605699
Apr,2008,348.689,Rainfall ﾖ (MM)_PREV,2.7574611963
May,2008,286.544,Rainfall ﾖ (MM)_PREV,2.774251951
Jun,2008,192.362,Rainfall ﾖ (MM)_PREV,2.8066532795
Jul,2008,248.741,Rainfall ﾖ (MM)_PREV,2.6900299547
Aug,2008,199.079,Rainfall ﾖ (MM)_PREV,2.4873607176
Sep,2008,205.936,Rainfall ﾖ (MM)_PREV,2.7651323718
Oct,2008,204.822,Rainfall ﾖ (MM)_PREV,2.7905599044
Nov,2008,287.949,Rainfall ﾖ (MM)_PREV,2.8712413582
Dec,2008,325.851,Rainfall ﾖ (MM)_PREV,2.9604523009
Jan,2009,343.974,Rainfall ﾖ (MM)_PREV,2.6933022743
Feb,2009,321.807,Rainfall ﾖ (MM)_PREV,2.4069474867
Mar,2009,279.158,Rainfall ﾖ (MM)_PREV,2.5338705716
Apr,2009,365.026,Rainfall ﾖ (MM)_PREV,2.6190045259
May,2009,304.531,Rainfall ﾖ (MM)_PREV,2.6945897443
Jun,2009,193.785,Rainfall ﾖ (MM)_PREV,2.6651925124
Jul,2009,158.746,Rainfall ﾖ (MM)_PREV,2.5080138823
Aug,2009,162.699,Rainfall ﾖ (MM)_PREV,2.349440493
Sep,2009,175.402,Rainfall ﾖ (MM)_PREV,2.3933217625
Oct,2009,149.12,Rainfall ﾖ (MM)_PREV,2.53794756
Nov,2009,213.317,Rainfall ﾖ (MM)_PREV,2.6602035661
Dec,2009,281.711,Rainfall ﾖ (MM)_PREV,2.5526461759
Jan,2010,315.362,Rainfall ﾖ (MM)_PREV,2.455227612
Feb,2010,298.199,Rainfall ﾖ (MM)_PREV,2.4313557723
Mar,2010,230.055,Rainfall ﾖ (MM)_PREV,2.3643000427
Apr,2010,338.607,Rainfall ﾖ (MM)_PREV,2.4935298447
May,2010,341.031,Rainfall ﾖ (MM)_PREV,2.650815764
Jun,2010,334.754,Rainfall ﾖ (MM)_PREV,2.7238260424
Jul,2010,275.414,Rainfall ﾖ (MM)_PREV,2.7115950773
Aug,2010,252.528,Rainfall ﾖ (MM)_PREV,2.5466379825
Sep,2010,260.979,Rainfall ﾖ (MM)_PREV,2.6290897076
Oct,2010,374.936,Rainfall ﾖ (MM)_PREV,2.5533972001
Nov,2010,290.075,Rainfall ﾖ (MM)_PREV,2.697325618
Dec,2010,302.522,Rainfall ﾖ (MM)_PREV,2.7676000226
Jan,2011,281.578,Rainfall ﾖ (MM)_PREV,2.6217940442
Feb,2011,297.665,Rainfall ﾖ (MM)_PREV,2.2640919604
Mar,2011,261.001,Rainfall ﾖ (MM)_PREV,2.4054454384
Apr,2011,305.038,Rainfall ﾖ (MM)_PREV,2.6294115751
May,2011,301.848,Rainfall ﾖ (MM)_PREV,2.7917937298
Jun,2011,265.651,Rainfall ﾖ (MM)_PREV,2.7615918292
Jul,2011,240.676,Rainfall ﾖ (MM)_PREV,2.7306389045
Aug,2011,164.809,Rainfall ﾖ (MM)_PREV,2.6379947085
Sep,2011,156.305,Rainfall ﾖ (MM)_PREV,2.5735675635
Oct,2011,165.344,Rainfall ﾖ (MM)_PREV,2.8168457504
Nov,2011,276.239,Rainfall ﾖ (MM)_PREV,2.7864292715
Dec,2011,289.075,Rainfall ﾖ (MM)_PREV,2.8616926223
Jan,2012,347.685,Rainfall ﾖ (MM)_PREV,2.8572937665
Feb,2012,268.818,Rainfall ﾖ (MM)_PREV,2.4792067409
Mar,2012,291.747,Rainfall ﾖ (MM)_PREV,2.4774364696
Apr,2012,355.748,Rainfall ﾖ (MM)_PREV,2.5042051169
May,2012,305.392,Rainfall ﾖ (MM)_PREV,2.7468932133
Jun,2012,296.805,Rainfall ﾖ (MM)_PREV,2.6259783218
Jul,2012,180.632,Rainfall ﾖ (MM)_PREV,2.6354734131
Aug,2012,170.846,Rainfall ﾖ (MM)_PREV,2.2236439443
Sep,2012,158.763,Rainfall ﾖ (MM)_PREV,2.4443377615
Oct,2012,176.408,Rainfall ﾖ (MM)_PREV,2.6620811266
Nov,2012,227.38,Rainfall ﾖ (MM)_PREV,2.8912507879
Dec,2012,321.794,Rainfall ﾖ (MM)_PREV,2.8063850566
Jan,2013,286.626,Rainfall ﾖ (MM)_PREV,2.8314907218
Feb,2013,255.83,Rainfall ﾖ (MM)_PREV,2.4877898743
Mar,2013,331.774,Rainfall ﾖ (MM)_PREV,2.3370485942
Apr,2013,270.981,Rainfall ﾖ (MM)_PREV,2.623886183
May,2013,291.058,Rainfall ﾖ (MM)_PREV,2.8092282195
Jun,2013,283.856,Rainfall ﾖ (MM)_PREV,2.8722069607
Jul,2013,189.611,Rainfall ﾖ (MM)_PREV,2.703387456
Aug,2013,186.121,Rainfall ﾖ (MM)_PREV,2.3749216703
Sep,2013,181.948,Rainfall ﾖ (MM)_PREV,2.4859659584
Oct,2013,190.391,Rainfall ﾖ (MM)_PREV,2.6479726011
Nov,2013,208.644,Rainfall ﾖ (MM)_PREV,2.8883539804
Dec,2013,323.044,Rainfall ﾖ (MM)_PREV,2.8724215391
Jan,2014,351.034,Rainfall ﾖ (MM)_PREV,2.7800992106
Feb,2014,268.804,Rainfall ﾖ (MM)_PREV,2.5909484086
Mar,2014,140.807,Rainfall ﾖ (MM)_PREV,2.4869315609
Apr,2014,181.671,Rainfall ﾖ (MM)_PREV,2.6563411561
May,2014,323.188,Rainfall ﾖ (MM)_PREV,2.9107774164
Jun,2014,232.117,Rainfall ﾖ (MM)_PREV,2.8910898542
Jul,2014,209.128,Rainfall ﾖ (MM)_PREV,2.8523584648
Aug,2014,152.13,Rainfall ﾖ (MM)_PREV,2.9209162427
Sep,2014,203.516,Rainfall ﾖ (MM)_PREV,2.7875558077
Oct,2014,160.708,Rainfall ﾖ (MM)_PREV,3.0468737251
Nov,2014,153.022,Rainfall ﾖ (MM)_PREV,3.2004581681
Dec,2014,259.737,Rainfall ﾖ (MM)_PREV,3.091345085
Jan,2015,353.505,Rainfall ﾖ (MM)_PREV,2.7976409895
Feb,2015,298.048,Rainfall ﾖ (MM)_PREV,2.5627313576
Mar,2015,266.819,Rainfall ﾖ (MM)_PREV,2.7297805911
Apr,2015,244.618,Rainfall ﾖ (MM)_PREV,2.7446401408
May,2015,277.07,Rainfall ﾖ (MM)_PREV,2.8074579483
Jun,2015,200.004,Rainfall ﾖ (MM)_PREV,2.7529550513
